john,brooke,taegyoon,status_text,status_extended_text,quote_status_text,quote_status_extended_text,status_is_retweet,status_is_quote,status_reply_to_status_id,status_reply_to_user_id,status_reply_to_screen_name,user_id,user_screen_name,user_created_at,user_favourites_count,user_followers_count,user_friends_count,user_status_count,status_id,status_created_at,status_favorite_count,status_retweet_count,status_quote_count,status_reply_count,quote_user_id,quote_user_screen_name,quote_user_created_at,quote_user_favourites_count,quote_user_followers_count,quote_user_friends_count,quote_user_status_count,quote_status_id,quote_status_created_at,quote_status_reply_to_status_id,quote_status_reply_to_user_id,quote_status_reply_to_screen_name,quote_status_favorite_count,quote_status_retweet_count,quote_status_quote_count,quote_status_reply_count,retweet_user_id,retweet_user_screen_name,retweet_user_created_at,retweet_user_favourites_count,retweet_user_followers_count,retweet_user_friends_count,retweet_user_status_count,retweet_status_id,retweet_status_created_at,retweet_status_text,retweet_status_extended_text,retweet_status_reply_to_status_id,retweet_status_reply_to_user_id,retweet_status_reply_to_screen_name,retweet_status_favorite_count,retweet_status_retweet_count,retweet_status_quote_count,retweet_status_reply_count
2,2,3,"@SenSchumer Is that what all the leaders in Washington are going to keep saying, when he kills 1,2,......when &amp; whe… https://t.co/q1dsDJih3p","@SenSchumer Is that what all the leaders in Washington are going to keep saying, when he kills 1,2,......when &amp; where does this end? #TrumpMustResignNow &amp; all political leaders &amp; media outlets,&amp; newspapers better start demanding it now!!",NA,NA,0,0,1.27E+18,17494010,SenSchumer,8.31E+17,JuliaTherese3,Sun Feb 12 17:53:40 +0000 2017,125412,2278,2205,57813,1.27E+18,Tue Jun 02 01:51:39 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,Trump is SICK in the head,NA,NA,NA,0,0,,,,3138627751,nabilahhv,Sat Apr 04 07:03:45 +0000 2015,28938,1463,586,22086,1.27E+18,Mon Jun 01 15:51:24 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,@realDonaldTrump Crush em..enough..,NA,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,32919476,micman7,Sat Apr 18 15:47:25 +0000 2009,28826,749,936,5271,1.27E+18,Sun May 31 02:43:40 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,"@realDonaldTrump @JoeBiden knows way more than you. You had the audacity to imitate George Floyyd, the strong indep… https://t.co/Tn0f5HCqUA","@realDonaldTrump @JoeBiden knows way more than you. You had the audacity to imitate George Floyyd, the strong independent man that the POLICE, the people we use to look up to,killed. @realDonaldTrump, do us a favor and just jump off a cliff.",NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,1.26E+18,WalpertAva,Sat May 23 20:15:45 +0000 2020,23,5,57,11,1.27E+18,Tue Jun 02 17:17:49 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,@SteveKingIA USA is a little bit less of a shithole country tonight because you were kicked to the curb on your racist ass.,NA,NA,NA,0,0,1.27E+18,48117116,SteveKingIA,9.17E+17,TickTockTraitor,Sat Oct 07 03:51:11 +0000 2017,94048,3916,4909,67726,1.27E+18,Wed Jun 03 04:47:29 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@Jankel01 @Trey_VonDinkis @Twitter @realDonaldTrump Hang in there with the rest of us deplorables!!!!,NA,NA,NA,0,0,1.27E+18,346652256,Jankel01,1.22E+18,bigdaddyclif1,Mon Jan 20 21:22:05 +0000 2020,2819,1160,1393,2180,1.27E+18,Fri May 29 04:09:09 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"@RenaKARE11 @GovTimWalz I believe the MEGA dirty tricks. Hey Barr and #45, where were you when the MEGA folks storm… https://t.co/ucqpBcjWfA","@RenaKARE11 @GovTimWalz I believe the MEGA dirty tricks. Hey Barr and #45, where were you when the MEGA folks stormed the capital, facing down the police in Wisconsin and Michigan. They hung nooses. You were silent as they carried rifles and confronted the cops....Stop Racism Now. That is your DOJ job!!",NA,NA,0,0,1.27E+18,34946414,RenaKARE11,1.21E+18,kathy96864048,Tue Dec 17 10:47:42 +0000 2019,2,2,2,122,1.27E+18,Sat May 30 18:34:13 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,"NEVER, EVER‼️
America It's Up To Us To Take This Son Of A Bitch Down, Prosecuted, &amp; Sentenced For Mass Killing Of A… https://t.co/htNA7SUGrb","NEVER, EVER‼️
America It's Up To Us To Take This Son Of A Bitch Down, Prosecuted, &amp; Sentenced For Mass Killing Of Americans, Crimes Against Humanity &amp; Traitor To Our Country‼","After saying Hong Kong a gazillion times in the Rose Garden, trump left without taking questions.

NOT ONE WORD abo… https://t.co/T3d0lpaIDu","After saying Hong Kong a gazillion times in the Rose Garden, trump left without taking questions.

NOT ONE WORD about Minneapolis. He is a coward, afraid to lead.

He will NEVER be My President.",0,1,,,,1.04E+18,jo_williams5,Wed Sep 05 22:29:03 +0000 2018,20579,2853,4989,28641,1.27E+18,Fri May 29 23:02:23 +0000 2020,0,0,0,0,1640929196,mmpadellan,Fri Aug 02 17:20:38 +0000 2013,189420,471653,37898,86875,1.27E+18,Fri May 29 19:04:23 +0000 2020,,,,19786,4014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,@realDonaldTrump SHOOT IN THE LEGS ORDER!,NA,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,831600229,hkoswara1,Tue Sep 18 18:14:59 +0000 2012,411,9,20,388,1.27E+18,Mon Jun 01 15:33:42 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"remember when actual dictator Gaddafi had that weird interview saying things like “my people love me. they love me,… https://t.co/JeAlzkQdpS","remember when actual dictator Gaddafi had that weird interview saying things like “my people love me. they love me, my people” when his military was literally killing libyans outside. same delusional and narcissistic energy here!!",My Admin has done more for the Black Community than any President since Abraham Lincoln. Passed Opportunity Zones w… https://t.co/seXPLH7Veq,"My Admin has done more for the Black Community than any President since Abraham Lincoln. Passed Opportunity Zones with @SenatorTimScott, guaranteed funding for HBCU’s, School Choice, passed Criminal Justice Reform, lowest Black unemployment, poverty, and crime rates in history…",0,1,,,,2483041471,sbuzbrra,Thu May 08 01:57:09 +0000 2014,16445,243,233,1008,1.27E+18,Wed Jun 03 06:29:19 +0000 2020,0,0,0,0,25073877,realDonaldTrump,Wed Mar 18 13:46:38 +0000 2009,4,81613488,46,52305,1.27E+18,Tue Jun 02 18:27:55 +0000 2020,,,,207648,51028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,@taylorswift13 @realDonaldTrump Excuse me! Trump was speaking the truth that owners of their business owners will s… https://t.co/pfvk9pZtkP,"@taylorswift13 @realDonaldTrump Excuse me! Trump was speaking the truth that owners of their business owners will shoot, who are terrorists, decided that burning &amp; looting is  fine to do!  Are going to replace the businesses? Has  your fame make it all ok for bad behavior? Apologize to your parents!",NA,NA,0,0,1.27E+18,17919972,taylorswift13,263188404,tigrrr63,Wed Mar 09 15:28:18 +0000 2011,5170,169,318,7247,1.27E+18,Fri Jun 05 03:32:48 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@realDonaldTrump @medpac Mr. President. Just a recommendation. Do an Oval Office address. Condemn the officers invo… https://t.co/3iL9wH1LDk,@realDonaldTrump @medpac Mr. President. Just a recommendation. Do an Oval Office address. Condemn the officers involved in the death of Floyd. Outline a plan to unity for our Country. Create and Unify,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,4706695082,RobautoMartin,Mon Jan 04 03:17:33 +0000 2016,4712,1903,2588,7696,1.27E+18,Thu Jun 04 12:17:39 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,It would be trailer parks lmaoo these people need to die for real lmaoo,NA,Trump loyalists stand outside their trailer parks holding heavy weaponry in an attempt to intimidate #GeorgeFloyd p… https://t.co/PTDGiByA0w,Trump loyalists stand outside their trailer parks holding heavy weaponry in an attempt to intimidate #GeorgeFloyd protestors. #ICantBreathe #BlackLivesMatter https://t.co/oaD2beYSeZ,0,1,,,,808039578,Javier8129,Fri Sep 07 02:44:06 +0000 2012,26026,451,695,22666,1.27E+18,Thu Jun 04 02:07:03 +0000 2020,0,0,0,0,373157754,YourAnonCentral,Wed Sep 14 02:53:08 +0000 2011,45892,5976016,816,327458,1.27E+18,Thu Jun 04 01:46:39 +0000 2020,,,,22423,4764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,@CNNJason @Jacob_Frey So strong that he.... let 160 businesses burn.  Evacuated a police station.... did nothing.… https://t.co/0oUW2BGSDI,"@CNNJason @Jacob_Frey So strong that he.... let 160 businesses burn.  Evacuated a police station.... did nothing.  

So trump was right.  Again.",NA,NA,0,0,1.27E+18,16790565,CNNJason,11924722,LonoSG,Mon Jan 07 01:32:30 +0000 2008,3279,1878,322,62395,1.27E+18,Fri May 29 13:36:47 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,"@realDonaldTrump Bitch, I'll slap the shit outta you.",NA,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,1.06E+18,JakeRawlins8,Fri Oct 26 22:29:45 +0000 2018,74,0,1,52,1.27E+18,Fri May 29 12:31:20 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"@realDonaldTrump This is the reality of war against terrorists in Afghanistan.
Since 19 yrs, US &amp; NATO are killing… https://t.co/zeURViFXsm","@realDonaldTrump This is the reality of war against terrorists in Afghanistan.
Since 19 yrs, US &amp; NATO are killing our baby and Innocents under the name of terrorist.
World is just seeing, they are not taking action.
Shame on democracy &amp; fake human rights.",NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,1.06E+18,DrRasekh,Mon Nov 12 18:50:14 +0000 2018,210,14,93,67,1.27E+18,Thu Jun 04 08:16:55 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"https://t.co/kLqhAOwQVC
Let's say Trump gets his wish. Let's say the protesters are killed by military. Let's say w… https://t.co/mk3n5UabWT","https://t.co/kLqhAOwQVC
Let's say Trump gets his wish. Let's say the protesters are killed by military. Let's say we cower and we go the path of China with Tiananmen square.... (1)",NA,NA,0,0,,,,1155348092,ReapingBeauty16,Wed Feb 06 22:58:51 +0000 2013,5404,1031,3671,10145,1.27E+18,Thu Jun 04 13:02:08 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@GovTimWalz Gov,
#1 Arrest the cops responsible for Mr. Floyd's death (RIP😪 🙏).
#2 Start arresting the looters and… https://t.co/IxkfyigOAj","@GovTimWalz Gov,
#1 Arrest the cops responsible for Mr. Floyd's death (RIP😪 🙏).
#2 Start arresting the looters and burners in the street. THEY DO NOT REPRESENT PROTESTERS FOR JUSTICE. THEY STEAL THE NARRATIVE AWAY FROM THE REAL ISSUES AT HAND.
#3 Act now, or GTF out of the office.",NA,NA,0,0,1.27E+18,1.06E+18,GovTimWalz,1.24E+18,mizzD58887077,Fri Mar 13 19:04:13 +0000 2020,798,3,18,166,1.27E+18,Fri May 29 01:31:07 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@realDonaldTrump Bull 💩💩 Plain &amp; simple Trump. You know most of America has seen &amp; understands you R not only incom… https://t.co/McepqLrg47,@realDonaldTrump Bull 💩💩 Plain &amp; simple Trump. You know most of America has seen &amp; understands you R not only incompetent in the WH you R unfit for any office❗️🚫🤥Trump🚫un🇺🇸Republicans 2020❗️ REMEMBER in NOVEMBER........NOT ONE ☝️ deserves to serve America 🇺🇸,NA,NA,0,0,1.27E+18,25073877,realDonaldTrump,7.57E+17,CharlesJHernan2,Sat Jul 23 22:59:08 +0000 2016,55378,2742,2961,41944,1.27E+18,Mon Jun 01 23:56:31 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@D__Marie__ @RepSwalwell THE TRUMP PANDEMIC
DEATH TRACKER:
Americans Killed by Inaction, Neglect, Incompetence and Corruption
108,104",NA,NA,NA,0,0,1.27E+18,50009946,D__Marie__,1.15E+18,alexis3391,Mon Jul 15 15:52:31 +0000 2019,42499,139,171,34703,1.27E+18,Wed Jun 03 14:27:41 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,"@RawStory This is a quote from an eyewitness at the LA protest today
""She said she SAW a non-black person pull out… https://t.co/OUJduxTieV","@RawStory This is a quote from an eyewitness at the LA protest today
""She said she SAW a non-black person pull out a hammer and start attacking a police car. 

The black people gathered yelled at her to stop. 

The group with her set that police car on fire""
This is Trump MAGA Extremists !",NA,NA,0,0,1.27E+18,16041234,RawStory,71936967,mgr4463,Sun Sep 06 01:30:32 +0000 2009,4269,47,73,3210,1.27E+18,Sat May 30 22:55:05 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3,"@ABC The MSM played the Michael Brown narrative, ""hands up, shot in the back"" 24/7, before one investigation was co… https://t.co/93ahKzaqYT","@ABC The MSM played the Michael Brown narrative, ""hands up, shot in the back"" 24/7, before one investigation was complete. Ferguson exploded in riots. It was just weeks before the midterm election. The GOP got their greatest landslide in 70 years. Riots are the best gift to Trump.",NA,NA,0,0,1.27E+18,28785486,ABC,1.21E+18,StopGOPCrimes,Sun Jan 05 16:09:39 +0000 2020,2,363,0,2657,1.27E+18,Fri May 29 11:58:48 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,@TRUMPSLOVEFORUS @ZorroPachy #Prozactly!  Remember one of the “reports” at one of last week’s press conferences que… https://t.co/rwIFytSAXf,"@TRUMPSLOVEFORUS @ZorroPachy #Prozactly!  Remember one of the “reports” at one of last week’s press conferences questioned why it took @realDonaldTrump 9 hours to #tweet about the #ChineseVirus death toll going over 100,000...#criminals have been destroying cities for days and not peep from @DNC “leaders”. https://t.co/htdcpqnRTe",NA,NA,0,0,1.27E+18,1.22E+18,TRUMPSLOVEFORUS,18141243,ocalasportsman,Mon Dec 15 17:37:08 +0000 2008,46275,21766,22120,55510,1.27E+18,Sun May 31 14:50:32 +0000 2020,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
